name,x,class,Log 2 Fol-Change,transcript_length,GC_content (%),sense,chromosomE
ENST00000451179.5,ENST00000451179.5,Cytosol,-1.747322778,1196,0.489130435,antisense,chromosome_name2
ENST00000451176.1,ENST00000451176.1,Cytosol,-1.500115563,780,0.578205128,antisense,chromosome_name22
ENST00000451161.1,ENST00000451161.1,Nuclear,3.500248089,422,0.447867299,antisense,chromosome_name22
ENST00000451151.5,ENST00000451151.5,Cytosol,-0.931405125,867,0.401384083,antisense,chromosome_name20
ENST00000451140.6,ENST00000451140.6,Cytosol,-1.516184967,1225,0.422040816,antisense,chromosome_name17
ENST00000451066.1,ENST00000451066.1,Cytosol,-0.947102025,692,0.343930636,antisense,chromosome_name7
ENST00000450989.5,ENST00000450989.5,Nuclear,4.149628914,2361,0.514612452,antisense,chromosome_nameX
ENST00000450974.1,ENST00000450974.1,Nuclear,2.993394737,747,0.463186078,antisense,chromosome_name22
ENST00000450917.1,ENST00000450917.1,Cytosol,-0.67186497,974,0.59650924,antisense,chromosome_name2
ENST00000450909.3,ENST00000450909.3,Cytosol,-0.106673117,1762,0.480136209,antisense,chromosome_name16
ENST00000450834.2,ENST00000450834.2,Cytosol,-0.973251688,576,0.399305556,antisense,chromosome_name10
ENST00000450728.1,ENST00000450728.1,Cytosol,-2.167963261,3314,0.530476765,antisense,chromosome_name2
ENST00000450652.1,ENST00000450652.1,Nuclear,3.201412745,563,0.552397869,antisense,chromosome_name22
ENST00000450540.2,ENST00000450540.2,Nuclear,3.042976654,1376,0.453488372,antisense,chromosome_name7
ENST00000450473.1,ENST00000450473.1,Cytosol,-0.515594532,884,0.459276018,antisense,chromosome_name20
ENST00000450451.1,ENST00000450451.1,Cytosol,-1.313083785,3127,0.485129517,antisense,chromosome_name1
ENST00000450445.1,ENST00000450445.1,Cytosol,-0.406733158,428,0.546728972,antisense,chromosome_name9
ENST00000450443.1,ENST00000450443.1,Cytosol,-1.691893296,1397,0.490336435,antisense,chromosome_name2
ENST00000450304.1,ENST00000450304.1,Nuclear,3.669779493,437,0.601830664,antisense,chromosome_name9
ENST00000450287.2,ENST00000450287.2,Nuclear,3.152592802,3300,0.491515152,antisense,chromosome_name10
ENST00000450264.1,ENST00000450264.1,Cytosol,-3.002774845,575,0.48173913,antisense,chromosome_name13
ENST00000450246.1,ENST00000450246.1,Nuclear,4.590913954,736,0.432065217,antisense,chromosome_nameX
ENST00000450206.1,ENST00000450206.1,Cytosol,-0.623434641,1013,0.585389931,antisense,chromosome_name10
ENST00000450004.1,ENST00000450004.1,Nuclear,3.188534112,649,0.385208012,antisense,chromosome_name1
ENST00000449852.1,ENST00000449852.1,Cytosol,-1.134935965,487,0.503080082,antisense,chromosome_name10
ENST00000449741.1,ENST00000449741.1,Cytosol,-2.292397831,586,0.655290102,antisense,chromosome_name7
ENST00000449737.5,ENST00000449737.5,Cytosol,-2.358531271,472,0.61440678,antisense,chromosome_name10
ENST00000449643.1,ENST00000449643.1,Cytosol,-1.662687556,2433,0.457048911,antisense,chromosome_name10
ENST00000449569.5,ENST00000449569.5,Cytosol,-1.515417597,2517,0.394517282,antisense,chromosome_name2
ENST00000449486.1,ENST00000449486.1,Cytosol,-0.385815111,2121,0.484677039,antisense,chromosome_name7
ENST00000449449.6,ENST00000449449.6,Cytosol,-1.148572164,784,0.5,antisense,chromosome_name6
ENST00000449386.5,ENST00000449386.5,Cytosol,-1.55852589,547,0.57952468,antisense,chromosome_name1
ENST00000449248.1,ENST00000449248.1,Cytosol,-3.793505828,2015,0.639205955,antisense,chromosome_name11
ENST00000449177.1,ENST00000449177.1,Cytosol,-0.763670338,565,0.472566372,antisense,chromosome_name2
ENST00000449169.1,ENST00000449169.1,Cytosol,-0.913568614,2611,0.468785906,antisense,chromosome_name1
ENST00000449111.5,ENST00000449111.5,Nuclear,4.137793187,3414,0.53427065,antisense,chromosome_nameX
ENST00000448897.1,ENST00000448897.1,Cytosol,-0.749841009,232,0.495689655,antisense,chromosome_name10
ENST00000448869.1,ENST00000448869.1,Cytosol,-0.775028247,758,0.656992084,antisense,chromosome_name1
ENST00000448729.6,ENST00000448729.6,Cytosol,-3.539356761,1899,0.484992101,antisense,chromosome_name10
ENST00000448698.1,ENST00000448698.1,Cytosol,-2.016826786,589,0.595925297,antisense,chromosome_name7
ENST00000448629.5,ENST00000448629.5,Cytosol,-2.112088753,797,0.614805521,antisense,chromosome_name1
ENST00000448588.1,ENST00000448588.1,Cytosol,-2.725582206,489,0.527607362,antisense,chromosome_name2
ENST00000448377.3,ENST00000448377.3,Nuclear,4.17280634,1923,0.414456578,antisense,chromosome_name9
ENST00000448373.6,ENST00000448373.6,Cytosol,-0.056163241,1004,0.501992032,antisense,chromosome_name19
ENST00000448327.1,ENST00000448327.1,Cytosol,-0.516128607,566,0.411660777,antisense,chromosome_name6
ENST00000448264.1,ENST00000448264.1,Cytosol,-1.907067405,1530,0.462745098,antisense,chromosome_name1
ENST00000448208.5,ENST00000448208.5,Nuclear,2.848867167,819,0.553113553,antisense,chromosome_name3
ENST00000448199.1,ENST00000448199.1,Nuclear,4.064395095,174,0.402298851,antisense,chromosome_name1
ENST00000448195.5,ENST00000448195.5,Cytosol,-0.792007111,774,0.489664083,antisense,chromosome_name7
ENST00000448015.1,ENST00000448015.1,Cytosol,-1.964958556,491,0.553971487,antisense,chromosome_name1
ENST00000447982.5,ENST00000447982.5,Cytosol,-0.617591684,933,0.50375134,antisense,chromosome_name3
ENST00000447972.3,ENST00000447972.3,Cytosol,-1.293700567,877,0.566704675,antisense,chromosome_name2
ENST00000447909.1,ENST00000447909.1,Cytosol,-1.409843259,937,0.5773746,antisense,chromosome_name20
ENST00000447858.1,ENST00000447858.1,Cytosol,-0.047461614,938,0.426439232,antisense,chromosome_name6
ENST00000447795.3,ENST00000447795.3,Cytosol,-1.831999015,622,0.530546624,antisense,chromosome_name1
ENST00000447725.2,ENST00000447725.2,Cytosol,-4.568913104,1843,0.591969615,antisense,chromosome_name1
ENST00000447668.2,ENST00000447668.2,Cytosol,-0.683788673,1368,0.459064327,antisense,chromosome_name2
ENST00000447600.1,ENST00000447600.1,Cytosol,-0.691280906,487,0.58110883,antisense,chromosome_name1
ENST00000447572.1,ENST00000447572.1,Nuclear,2.872190614,484,0.45661157,antisense,chromosome_name1
ENST00000447424.5,ENST00000447424.5,Cytosol,-1.425417141,571,0.42732049,antisense,chromosome_name10
ENST00000447344.1,ENST00000447344.1,Nuclear,3.247219631,342,0.51754386,antisense,chromosome_name10
ENST00000447343.2,ENST00000447343.2,Nuclear,3.883962347,464,0.547413793,antisense,chromosome_name20
ENST00000447278.1,ENST00000447278.1,Nuclear,3.811367821,423,0.46572104,antisense,chromosome_name9
ENST00000447250.1,ENST00000447250.1,Cytosol,-1.564752287,1016,0.424212598,antisense,chromosome_name6
ENST00000447227.1,ENST00000447227.1,Nuclear,3.354855671,384,0.3984375,antisense,chromosome_name10
ENST00000447209.5,ENST00000447209.5,Nuclear,3.495198109,564,0.539007092,antisense,chromosome_nameX
ENST00000447139.1,ENST00000447139.1,Cytosol,-2.24086765,972,0.497942387,antisense,chromosome_name3
ENST00000447119.2,ENST00000447119.2,Cytosol,-1.563558735,647,0.615146832,antisense,chromosome_name10
ENST00000447111.1,ENST00000447111.1,Cytosol,-2.204051909,311,0.469453376,antisense,chromosome_name2
ENST00000447058.2,ENST00000447058.2,Nuclear,4.010788601,777,0.370656371,antisense,chromosome_name7
ENST00000446954.2,ENST00000446954.2,Cytosol,-1.33715695,491,0.490835031,antisense,chromosome_name6
ENST00000446911.1,ENST00000446911.1,Cytosol,-0.358557823,581,0.531841652,antisense,chromosome_name2
ENST00000446816.1,ENST00000446816.1,Cytosol,-0.421941599,1527,0.595284872,antisense,chromosome_name2
ENST00000446807.5,ENST00000446807.5,Cytosol,-1.533126398,1007,0.53326713,antisense,chromosome_name10
ENST00000446789.2,ENST00000446789.2,Cytosol,-2.317037563,712,0.570224719,antisense,chromosome_name13
ENST00000446751.5,ENST00000446751.5,Cytosol,-0.766987172,2394,0.45112782,antisense,chromosome_name10
ENST00000446695.1,ENST00000446695.1,Nuclear,3.033449007,204,0.730392157,antisense,chromosome_name3
ENST00000446590.1,ENST00000446590.1,Cytosol,-0.906502198,559,0.502683363,antisense,chromosome_name2
ENST00000446562.1,ENST00000446562.1,Nuclear,3.583530344,1802,0.561598224,antisense,chromosome_name20
ENST00000446543.1,ENST00000446543.1,Nuclear,4.823115115,361,0.493074792,antisense,chromosome_name22
ENST00000446542.5,ENST00000446542.5,Nuclear,2.82465725,1032,0.487403101,antisense,chromosome_name1
ENST00000446528.6,ENST00000446528.6,Nuclear,3.150187142,489,0.439672802,antisense,chromosome_name1
ENST00000446527.5,ENST00000446527.5,Cytosol,-0.67901379,1045,0.438277512,antisense,chromosome_name1
ENST00000446383.5,ENST00000446383.5,Cytosol,-0.134315431,584,0.506849315,antisense,chromosome_nameX
ENST00000446309.1,ENST00000446309.1,Cytosol,-4.21320607,338,0.526627219,antisense,chromosome_name7
ENST00000446301.1,ENST00000446301.1,Cytosol,-0.001030246,562,0.314946619,antisense,chromosome_name21
ENST00000446281.5,ENST00000446281.5,Cytosol,-0.103232946,932,0.466738197,antisense,chromosome_name3
ENST00000446246.1,ENST00000446246.1,Cytosol,-0.895016431,798,0.463659148,antisense,chromosome_name7
ENST00000446213.2,ENST00000446213.2,Cytosol,-1.496711637,1273,0.619010212,antisense,chromosome_name2
ENST00000446159.5,ENST00000446159.5,Cytosol,-1.043985214,670,0.407462687,antisense,chromosome_name7
ENST00000446102.1,ENST00000446102.1,Cytosol,-0.521941851,1363,0.435069699,antisense,chromosome_name1
ENST00000446081.5,ENST00000446081.5,Nuclear,3.552504994,749,0.487316422,antisense,chromosome_name10
ENST00000446001.1,ENST00000446001.1,Cytosol,-4.046427212,332,0.590361446,antisense,chromosome_name6
ENST00000445861.3,ENST00000445861.3,Nuclear,2.969982564,2450,0.394693878,antisense,chromosome_name9
ENST00000445808.3,ENST00000445808.3,Cytosol,-0.461714342,805,0.573913043,antisense,chromosome_name10
ENST00000445586.1,ENST00000445586.1,Cytosol,-1.581404077,653,0.405819296,antisense,chromosome_nameX
ENST00000445568.1,ENST00000445568.1,Cytosol,-0.350333597,470,0.446808511,antisense,chromosome_name6
ENST00000445551.1,ENST00000445551.1,Cytosol,-0.002933265,2509,0.586687923,antisense,chromosome_name1
ENST00000445544.1,ENST00000445544.1,Cytosol,-0.019227312,317,0.466876972,antisense,chromosome_name6
ENST00000445523.1,ENST00000445523.1,Cytosol,-0.220168395,1814,0.458103638,antisense,chromosome_name1
ENST00000445520.5,ENST00000445520.5,Cytosol,-1.084754688,499,0.490981964,antisense,chromosome_name2
ENST00000445504.2,ENST00000445504.2,Cytosol,-1.66824279,1944,0.642489712,antisense,chromosome_name11
ENST00000445466.2,ENST00000445466.2,Cytosol,-2.07672163,997,0.58776329,antisense,chromosome_name3
ENST00000445441.1,ENST00000445441.1,Cytosol,-2.665297463,287,0.456445993,antisense,chromosome_name22
ENST00000445429.5,ENST00000445429.5,Cytosol,-3.156128294,532,0.484962406,antisense,chromosome_name3
ENST00000445389.5,ENST00000445389.5,Cytosol,-2.993166168,571,0.521891419,antisense,chromosome_name2
ENST00000445372.5,ENST00000445372.5,Cytosol,-3.424183525,538,0.37732342,antisense,chromosome_name2
ENST00000445350.2,ENST00000445350.2,Nuclear,2.898644258,463,0.61987041,antisense,chromosome_name6
ENST00000445345.1,ENST00000445345.1,Cytosol,-1.069888793,498,0.630522088,antisense,chromosome_name7
ENST00000445272.5,ENST00000445272.5,Cytosol,-1.414642052,381,0.461942257,antisense,chromosome_name1
ENST00000445226.1,ENST00000445226.1,Nuclear,4.79316277,294,0.503401361,antisense,chromosome_name1
ENST00000444986.1,ENST00000444986.1,Cytosol,-0.353914884,413,0.467312349,antisense,chromosome_name6
ENST00000444939.1,ENST00000444939.1,Cytosol,-0.097362332,464,0.536637931,antisense,chromosome_name3
ENST00000444919.1,ENST00000444919.1,Nuclear,3.105658799,414,0.666666667,antisense,chromosome_name2
ENST00000444728.1,ENST00000444728.1,Cytosol,-1.811026856,487,0.630390144,antisense,chromosome_name19
ENST00000444722.1,ENST00000444722.1,Nuclear,3.323982242,459,0.422657952,antisense,chromosome_nameX
ENST00000444663.5,ENST00000444663.5,Cytosol,-1.031750661,499,0.436873747,antisense,chromosome_name13
ENST00000444629.5,ENST00000444629.5,Cytosol,-1.661701952,935,0.354010695,antisense,chromosome_name2
ENST00000444563.5,ENST00000444563.5,Cytosol,-0.684293639,610,0.5,antisense,chromosome_name1
ENST00000444529.1,ENST00000444529.1,Cytosol,-0.236136353,622,0.607717042,antisense,chromosome_name1
ENST00000444489.5,ENST00000444489.5,Nuclear,4.306790693,2951,0.510335479,antisense,chromosome_nameX
ENST00000444362.2,ENST00000444362.2,Cytosol,-1.734044609,1747,0.583285633,antisense,chromosome_name1
ENST00000444306.1,ENST00000444306.1,Cytosol,-0.504976471,601,0.452579035,antisense,chromosome_name21
ENST00000444245.5,ENST00000444245.5,Cytosol,-2.685699917,655,0.470229008,antisense,chromosome_name7
ENST00000444217.1,ENST00000444217.1,Cytosol,-0.229268423,407,0.624078624,antisense,chromosome_name2
ENST00000444188.1,ENST00000444188.1,Cytosol,-1.317401108,980,0.57755102,antisense,chromosome_name6
ENST00000444046.5,ENST00000444046.5,Cytosol,-5.80978901,1153,0.415437988,antisense,chromosome_name21
ENST00000443997.1,ENST00000443997.1,Cytosol,-2.149406467,770,0.577922078,antisense,chromosome_name17
ENST00000443966.2,ENST00000443966.2,Nuclear,2.992655444,2341,0.578812473,antisense,chromosome_name20
ENST00000443929.6,ENST00000443929.6,Nuclear,4.407246861,574,0.644599303,antisense,chromosome_nameX
ENST00000443928.6,ENST00000443928.6,Nuclear,4.478550248,1370,0.439416058,antisense,chromosome_name1
ENST00000443922.1,ENST00000443922.1,Nuclear,2.910635823,478,0.554393305,antisense,chromosome_name10
ENST00000443919.1,ENST00000443919.1,Nuclear,2.883374248,578,0.37716263,antisense,chromosome_name10
ENST00000443753.5,ENST00000443753.5,Nuclear,3.089550885,1161,0.439276486,antisense,chromosome_name20
ENST00000443631.1,ENST00000443631.1,Cytosol,-3.064040406,544,0.465073529,antisense,chromosome_name9
ENST00000443623.5,ENST00000443623.5,Cytosol,-1.898784958,453,0.397350993,antisense,chromosome_name7
ENST00000443587.5,ENST00000443587.5,Cytosol,-2.356472545,705,0.35177305,antisense,chromosome_name13
ENST00000443579.1,ENST00000443579.1,Cytosol,-1.065424561,283,0.526501767,antisense,chromosome_name1
ENST00000443508.6,ENST00000443508.6,Cytosol,-1.167129876,1216,0.414473684,antisense,chromosome_name17
ENST00000443224.1,ENST00000443224.1,Cytosol,-0.248137344,892,0.501121076,antisense,chromosome_name10
ENST00000443196.1,ENST00000443196.1,Cytosol,-0.545570528,795,0.581132075,antisense,chromosome_name19
ENST00000443165.1,ENST00000443165.1,Cytosol,-1.396208421,580,0.64137931,antisense,chromosome_name3
ENST00000443162.1,ENST00000443162.1,Nuclear,4.299446366,188,0.489361702,antisense,chromosome_name7
ENST00000443161.1,ENST00000443161.1,Cytosol,-0.411139406,424,0.485849057,antisense,chromosome_name1
ENST00000443063.1,ENST00000443063.1,Nuclear,2.807409344,2083,0.495919347,antisense,chromosome_name22
ENST00000443034.1,ENST00000443034.1,Cytosol,-0.54959067,754,0.521220159,antisense,chromosome_name1
ENST00000442996.1,ENST00000442996.1,Cytosol,-0.649643333,2400,0.404583333,antisense,chromosome_name2
ENST00000442967.1,ENST00000442967.1,Cytosol,-0.178372357,560,0.653571429,antisense,chromosome_name2
ENST00000442928.6,ENST00000442928.6,Cytosol,-0.600841825,548,0.510948905,antisense,chromosome_name6
ENST00000442860.5,ENST00000442860.5,Nuclear,2.850097348,358,0.5,antisense,chromosome_name1
ENST00000442777.2,ENST00000442777.2,Cytosol,-1.827810181,792,0.553030303,antisense,chromosome_name5
ENST00000442637.1,ENST00000442637.1,Cytosol,-1.801909688,762,0.498687664,antisense,chromosome_name20
ENST00000442636.1,ENST00000442636.1,Cytosol,-0.179075378,456,0.489035088,antisense,chromosome_name1
ENST00000442449.1,ENST00000442449.1,Nuclear,4.239527701,391,0.388746803,antisense,chromosome_name6
ENST00000442435.3,ENST00000442435.3,Nuclear,2.87616758,665,0.580451128,antisense,chromosome_name1
ENST00000442432.1,ENST00000442432.1,Cytosol,-2.60676756,843,0.43890866,antisense,chromosome_name9
ENST00000442417.5,ENST00000442417.5,Cytosol,-0.222522905,950,0.592631579,antisense,chromosome_name2
ENST00000442305.1,ENST00000442305.1,Nuclear,3.645860867,514,0.671206226,antisense,chromosome_name1
ENST00000442226.1,ENST00000442226.1,Cytosol,-1.759337573,510,0.505882353,antisense,chromosome_name1
ENST00000442179.1,ENST00000442179.1,Nuclear,4.367134299,986,0.580121704,antisense,chromosome_name20
ENST00000442133.8,ENST00000442133.8,Cytosol,-0.351432876,2888,0.413088643,antisense,chromosome_name10
ENST00000442130.1,ENST00000442130.1,Cytosol,-0.459693156,557,0.540394973,antisense,chromosome_name1
ENST00000442055.5,ENST00000442055.5,Cytosol,-1.863426372,435,0.540229885,antisense,chromosome_name1
ENST00000442040.5,ENST00000442040.5,Cytosol,-0.542481391,1111,0.459945995,antisense,chromosome_name2
ENST00000442036.1,ENST00000442036.1,Nuclear,2.974486389,740,0.37972973,antisense,chromosome_name2
ENST00000442007.1,ENST00000442007.1,Cytosol,-0.161581548,1083,0.530009234,antisense,chromosome_name6
ENST00000441971.5,ENST00000441971.5,Cytosol,-1.723982716,450,0.424444444,antisense,chromosome_name7
ENST00000441835.1,ENST00000441835.1,Cytosol,-0.602527367,459,0.488017429,antisense,chromosome_name1
ENST00000441749.1,ENST00000441749.1,Cytosol,-0.948298499,480,0.597916667,antisense,chromosome_name2
ENST00000441722.5,ENST00000441722.5,Cytosol,-4.195273135,946,0.569767442,antisense,chromosome_name20
ENST00000441644.1,ENST00000441644.1,Cytosol,-0.961946827,348,0.548850575,antisense,chromosome_name3
ENST00000441558.1,ENST00000441558.1,Nuclear,3.748234598,425,0.531764706,antisense,chromosome_name22
ENST00000441539.1,ENST00000441539.1,Nuclear,5.213596249,395,0.384810127,antisense,chromosome_name7
ENST00000441450.1,ENST00000441450.1,Cytosol,-1.810555573,1992,0.534638554,antisense,chromosome_name2
ENST00000441363.1,ENST00000441363.1,Cytosol,-1.261692071,2403,0.533499792,antisense,chromosome_name6
ENST00000441331.1,ENST00000441331.1,Cytosol,-1.113621643,724,0.482044199,antisense,chromosome_name1
ENST00000441257.1,ENST00000441257.1,Cytosol,-2.94505853,585,0.543589744,antisense,chromosome_name10
ENST00000441249.1,ENST00000441249.1,Nuclear,3.408370928,914,0.437636761,antisense,chromosome_name6
ENST00000441212.1,ENST00000441212.1,Cytosol,-0.114103593,558,0.591397849,antisense,chromosome_name2
ENST00000441071.5,ENST00000441071.5,Cytosol,-3.57091562,571,0.425569177,antisense,chromosome_name1
ENST00000440971.2,ENST00000440971.2,Cytosol,-0.851633385,651,0.566820276,antisense,chromosome_name7
ENST00000440874.1,ENST00000440874.1,Cytosol,-1.509914257,549,0.491803279,antisense,chromosome_name6
ENST00000440798.1,ENST00000440798.1,Nuclear,2.881906228,719,0.478442281,antisense,chromosome_name20
ENST00000440574.1,ENST00000440574.1,Cytosol,-1.366221525,464,0.510775862,antisense,chromosome_name2
ENST00000440540.1,ENST00000440540.1,Cytosol,-2.622556407,535,0.379439252,antisense,chromosome_name1
ENST00000440518.1,ENST00000440518.1,Nuclear,3.067378067,416,0.444711538,antisense,chromosome_name6
ENST00000440512.3,ENST00000440512.3,Cytosol,-1.107810474,3840,0.367447917,antisense,chromosome_name7
ENST00000440490.1,ENST00000440490.1,Cytosol,-1.067103618,502,0.501992032,antisense,chromosome_name10
ENST00000440406.2,ENST00000440406.2,Nuclear,4.193622039,1539,0.650422352,antisense,chromosome_name16
ENST00000440403.1,ENST00000440403.1,Cytosol,-2.665686793,471,0.484076433,antisense,chromosome_name21
ENST00000440377.2,ENST00000440377.2,Cytosol,-0.78281558,1571,0.456397199,antisense,chromosome_name1
ENST00000440221.2,ENST00000440221.2,Nuclear,3.469812355,1004,0.533864542,antisense,chromosome_name21
ENST00000440198.2,ENST00000440198.2,Cytosol,-2.390020444,964,0.34439834,antisense,chromosome_name10
ENST00000440194.1,ENST00000440194.1,Cytosol,-0.157889629,196,0.530612245,antisense,chromosome_name6
ENST00000440094.2,ENST00000440094.2,Nuclear,4.246161728,425,0.402352941,antisense,chromosome_name13
ENST00000440079.1,ENST00000440079.1,Cytosol,-2.007210622,1527,0.480681074,antisense,chromosome_name3
ENST00000440016.6,ENST00000440016.6,Nuclear,3.024632954,999,0.651651652,antisense,chromosome_name2
ENST00000440013.1,ENST00000440013.1,Nuclear,4.224055564,250,0.648,antisense,chromosome_name3
ENST00000439999.1,ENST00000439999.1,Nuclear,3.231892021,2323,0.455015067,antisense,chromosome_name14
ENST00000439960.1,ENST00000439960.1,Nuclear,2.990187639,631,0.553090333,antisense,chromosome_name9
ENST00000439892.5,ENST00000439892.5,Cytosol,-1.907930625,578,0.482698962,antisense,chromosome_name2
ENST00000439872.1,ENST00000439872.1,Cytosol,-0.293879396,487,0.521560575,antisense,chromosome_name9
ENST00000439819.5,ENST00000439819.5,Cytosol,-0.124328203,810,0.551851852,antisense,chromosome_name14
ENST00000439794.6,ENST00000439794.6,Cytosol,-0.589010353,481,0.573804574,antisense,chromosome_name17
ENST00000439601.1,ENST00000439601.1,Nuclear,3.435626961,569,0.48857645,antisense,chromosome_name2
ENST00000439545.1,ENST00000439545.1,Nuclear,3.11391567,560,0.521428571,antisense,chromosome_name12
ENST00000439517.1,ENST00000439517.1,Cytosol,-0.641331369,455,0.41978022,antisense,chromosome_name10
ENST00000439498.5,ENST00000439498.5,Cytosol,-1.036199136,964,0.426348548,antisense,chromosome_name20
ENST00000439413.2,ENST00000439413.2,Cytosol,-0.554996415,481,0.534303534,antisense,chromosome_name7
ENST00000439386.1,ENST00000439386.1,Cytosol,-1.026036682,404,0.482673267,antisense,chromosome_name6
ENST00000439336.1,ENST00000439336.1,Nuclear,3.672564304,663,0.472096531,antisense,chromosome_name2
ENST00000439325.1,ENST00000439325.1,Cytosol,-0.554430911,672,0.422619048,antisense,chromosome_name3
ENST00000439319.5,ENST00000439319.5,Nuclear,3.021194009,1966,0.410986775,antisense,chromosome_name10
ENST00000439298.5,ENST00000439298.5,Nuclear,3.00102204,2055,0.573722628,antisense,chromosome_name9
ENST00000439236.6,ENST00000439236.6,Nuclear,2.896710475,914,0.533916849,antisense,chromosome_name12
ENST00000439234.5,ENST00000439234.5,Nuclear,3.033622942,2651,0.36401358,antisense,chromosome_name7
ENST00000439208.1,ENST00000439208.1,Cytosol,-0.351136337,757,0.578599736,antisense,chromosome_name2
ENST00000439196.1,ENST00000439196.1,Nuclear,4.753644562,571,0.548161121,antisense,chromosome_name2
ENST00000439192.1,ENST00000439192.1,Cytosol,-1.149896523,563,0.474245115,antisense,chromosome_name2
ENST00000439097.1,ENST00000439097.1,Cytosol,-1.805071273,661,0.624810893,antisense,chromosome_name10
ENST00000439076.2,ENST00000439076.2,Nuclear,5.557148125,580,0.648275862,antisense,chromosome_name9
ENST00000439070.1,ENST00000439070.1,Cytosol,-0.953852568,699,0.374821173,antisense,chromosome_name7
ENST00000439057.5,ENST00000439057.5,Cytosol,-0.379011761,686,0.577259475,antisense,chromosome_name1
ENST00000438978.1,ENST00000438978.1,Cytosol,-0.3335154,750,0.524,antisense,chromosome_name2
ENST00000438967.1,ENST00000438967.1,Cytosol,-0.101185741,408,0.580882353,antisense,chromosome_name6
ENST00000438915.1,ENST00000438915.1,Cytosol,-4.284820899,524,0.555343511,antisense,chromosome_name3
ENST00000438877.1,ENST00000438877.1,Cytosol,-0.34182242,472,0.470338983,antisense,chromosome_name6
ENST00000438872.1,ENST00000438872.1,Cytosol,-0.32034855,885,0.607909605,antisense,chromosome_name3
ENST00000438559.5,ENST00000438559.5,Cytosol,-0.899809227,1275,0.45254902,antisense,chromosome_name1
ENST00000438509.1,ENST00000438509.1,Cytosol,-1.606026426,952,0.456932773,antisense,chromosome_name1
ENST00000438436.2,ENST00000438436.2,Cytosol,-2.593356473,1218,0.533661741,antisense,chromosome_name2
ENST00000438432.5,ENST00000438432.5,Cytosol,-2.894321528,768,0.536458333,antisense,chromosome_name2
ENST00000438380.1,ENST00000438380.1,Cytosol,-1.132777113,617,0.599675851,antisense,chromosome_name9
ENST00000438298.6,ENST00000438298.6,Cytosol,-2.269735723,1106,0.413200723,antisense,chromosome_name6
ENST00000438275.5,ENST00000438275.5,Nuclear,4.871438057,2400,0.49375,antisense,chromosome_name1
ENST00000438238.1,ENST00000438238.1,Cytosol,-0.393573926,849,0.448763251,antisense,chromosome_nameX
ENST00000438202.5,ENST00000438202.5,Cytosol,-1.069633145,652,0.535276074,antisense,chromosome_name10
ENST00000438181.5,ENST00000438181.5,Nuclear,2.908667839,717,0.464435146,antisense,chromosome_nameX
ENST00000437965.1,ENST00000437965.1,Nuclear,3.43212185,856,0.552570093,antisense,chromosome_name1
ENST00000437947.1,ENST00000437947.1,Nuclear,4.189450765,436,0.513761468,antisense,chromosome_name6
ENST00000437898.1,ENST00000437898.1,Cytosol,-0.147981721,507,0.512820513,antisense,chromosome_name1
ENST00000437897.7,ENST00000437897.7,Nuclear,3.013412164,1132,0.348939929,antisense,chromosome_name2
ENST00000437883.1,ENST00000437883.1,Cytosol,-2.807164877,543,0.467771639,antisense,chromosome_name2
ENST00000437867.5,ENST00000437867.5,Nuclear,4.840374737,266,0.458646617,antisense,chromosome_name13
ENST00000437864.1,ENST00000437864.1,Nuclear,3.659335091,285,0.435087719,antisense,chromosome_name9
ENST00000437838.1,ENST00000437838.1,Nuclear,2.989979738,229,0.602620087,antisense,chromosome_name10
ENST00000437764.5,ENST00000437764.5,Cytosol,-1.844865147,726,0.491735537,antisense,chromosome_name1
ENST00000437753.1,ENST00000437753.1,Nuclear,2.943581834,469,0.469083156,antisense,chromosome_name1
ENST00000437717.1,ENST00000437717.1,Nuclear,3.129815168,263,0.581749049,antisense,chromosome_name2
ENST00000437713.5,ENST00000437713.5,Cytosol,-3.587530178,854,0.388758782,antisense,chromosome_name22
ENST00000437673.5,ENST00000437673.5,Cytosol,-2.496408448,678,0.433628319,antisense,chromosome_name2
ENST00000437557.2,ENST00000437557.2,Nuclear,2.936763568,799,0.545682103,antisense,chromosome_name21
ENST00000437551.5,ENST00000437551.5,Cytosol,-1.449471297,2390,0.511715481,antisense,chromosome_name2
ENST00000437541.1,ENST00000437541.1,Nuclear,3.569263414,565,0.472566372,antisense,chromosome_name7
ENST00000437488.5,ENST00000437488.5,Cytosol,-1.436842097,964,0.442946058,antisense,chromosome_name3
ENST00000437367.3,ENST00000437367.3,Cytosol,-2.347933331,606,0.54950495,antisense,chromosome_name1
ENST00000437354.1,ENST00000437354.1,Cytosol,-2.659156125,982,0.486761711,antisense,chromosome_name7
ENST00000437309.1,ENST00000437309.1,Cytosol,-0.840699189,848,0.428066038,antisense,chromosome_nameX
ENST00000437097.1,ENST00000437097.1,Nuclear,3.178807123,633,0.462875197,antisense,chromosome_name9
ENST00000437064.1,ENST00000437064.1,Nuclear,4.592414228,306,0.496732026,antisense,chromosome_name3
ENST00000436982.2,ENST00000436982.2,Cytosol,-2.154515997,643,0.468118196,antisense,chromosome_name2
ENST00000436945.4,ENST00000436945.4,Nuclear,5.728283334,1406,0.423897582,antisense,chromosome_name7
ENST00000436942.1,ENST00000436942.1,Cytosol,-0.905637555,472,0.447033898,antisense,chromosome_name10
