name,class,Log 2 Fol-Change
ENST00000520944.5,Cytosol,-2.71316469
ENST00000565695.2,Cytosol,-0.343425818
ENST00000522718.5,Cytosol,-0.951147959
ENST00000433058.1,Cytosol,-0.174202186
ENST00000519801.1,Cytosol,-1.590076725
ENST00000607376.1,Cytosol,-1.866681843
ENST00000592918.5,Cytosol,-0.408418034
ENST00000616341.1,Cytosol,-0.02131569
ENST00000507796.3,Cytosol,-1.065844643
ENST00000624352.1,Cytosol,-1.136565861
ENST00000499008.7,Cytosol,-0.196189536
ENST00000613406.1,Cytosol,-1.011879021
ENST00000500902.1,Cytosol,-2.761908247
ENST00000563261.5,Cytosol,-1.721149521
ENST00000458677.1,Cytosol,-0.123577608
ENST00000452846.5,Cytosol,-0.711991546
ENST00000502421.2,Cytosol,-2.012812162
ENST00000449434.6,Cytosol,-0.339076259
ENST00000437673.5,Cytosol,-2.496408448
ENST00000501579.6,Cytosol,-0.978840761
ENST00000502162.2,Cytosol,-0.436079937
ENST00000505557.1,Cytosol,-0.550527702
ENST00000467017.1,Cytosol,-0.58021215
ENST00000547712.1,Cytosol,-0.401786102
ENST00000427825.1,Cytosol,-0.384499046
ENST00000637901.1,Cytosol,-0.223847597
ENST00000623360.1,Cytosol,-0.612615565
ENST00000501702.6,Cytosol,-0.513637223
ENST00000433510.2,Cytosol,-0.357869861
ENST00000559621.1,Cytosol,-0.325148724
ENST00000423074.1,Cytosol,-1.318363201
ENST00000592220.1,Cytosol,-1.702663723
ENST00000603156.1,Cytosol,-0.743902901
ENST00000629969.1,Cytosol,-0.923511042
ENST00000333145.9,Cytosol,-3.502188962
ENST00000524619.1,Cytosol,-0.132840933
ENST00000583316.5,Cytosol,-1.601551927
ENST00000577994.5,Cytosol,-1.070467005
ENST00000429328.2,Cytosol,-0.390122479
ENST00000500853.1,Cytosol,-0.843401477
ENST00000559285.1,Cytosol,-0.497578737
ENST00000569583.1,Cytosol,-0.884205685
ENST00000419103.1,Cytosol,-0.575933347
ENST00000602901.5,Cytosol,-4.363350544
ENST00000549124.1,Cytosol,-2.357284097
ENST00000449648.1,Cytosol,-1.476269623
ENST00000426615.3,Cytosol,-1.635479929
ENST00000624401.1,Cytosol,-1.8236415
ENST00000426365.5,Cytosol,-2.053960349
ENST00000454219.1,Cytosol,-0.812242473
ENST00000373170.2,Cytosol,-1.102321593
ENST00000600047.1,Cytosol,-0.557550788
ENST00000624139.3,Cytosol,-3.800841065
ENST00000444728.1,Cytosol,-1.811026856
ENST00000592146.2,Cytosol,-1.137341951
ENST00000457339.5,Cytosol,-3.487914443
ENST00000551357.2,Cytosol,-0.8636288
ENST00000439058.5,Cytosol,-2.299041487
ENST00000381361.4,Cytosol,-2.225097741
ENST00000369035.2,Cytosol,-0.683181896
ENST00000427341.1,Cytosol,-1.386112766
ENST00000501869.6,Cytosol,-1.752517903
ENST00000453347.1,Cytosol,-0.463926684
ENST00000484836.1,Cytosol,-4.576231025
ENST00000446590.1,Cytosol,-0.906502198
ENST00000623268.1,Cytosol,-0.817795279
ENST00000553454.1,Cytosol,-1.435157271
ENST00000420221.1,Cytosol,-0.914169929
ENST00000556667.1,Cytosol,-0.457509709
ENST00000466692.1,Cytosol,-2.059194053
ENST00000590100.5,Cytosol,-1.23574648
ENST00000593015.5,Cytosol,-2.925960987
ENST00000513055.1,Cytosol,-0.624507708
ENST00000457283.3,Cytosol,-0.704967279
ENST00000451962.5,Cytosol,-0.464503577
ENST00000567508.1,Cytosol,-0.726741543
ENST00000609088.1,Cytosol,-0.635634871
ENST00000458739.1,Cytosol,-0.413201584
ENST00000518865.5,Cytosol,-1.664570351
ENST00000499217.6,Cytosol,-1.672614256
ENST00000435287.1,Cytosol,-1.399299391
ENST00000577270.1,Cytosol,-0.408411064
ENST00000458151.1,Cytosol,-1.697179886
ENST00000446751.5,Cytosol,-0.766987172
ENST00000586356.5,Cytosol,-0.713627624
ENST00000428207.4,Cytosol,-0.563150847
ENST00000534671.1,Cytosol,-3.200487903
ENST00000629058.1,Cytosol,-0.131096404
ENST00000609220.1,Cytosol,-0.562068247
ENST00000547963.1,Cytosol,-1.683245541
ENST00000630354.1,Cytosol,-0.14833521
ENST00000441851.1,Cytosol,-0.754516116
ENST00000396799.3,Cytosol,-0.8096632
ENST00000596029.1,Cytosol,-0.013740825
ENST00000416824.1,Cytosol,-3.7145714
ENST00000496359.5,Cytosol,-0.498240234
ENST00000380711.3,Cytosol,-1.186234887
ENST00000502433.5,Cytosol,-0.215183974
ENST00000432368.2,Cytosol,-0.817045483
ENST00000531086.1,Cytosol,-1.141100972
ENST00000537269.1,Cytosol,-0.797224742
ENST00000572035.1,Cytosol,-2.346691783
ENST00000537869.5,Cytosol,-0.689941606
ENST00000562304.1,Cytosol,-5.06338263
ENST00000466431.6,Cytosol,-3.869725489
ENST00000622929.1,Cytosol,-0.559758161
ENST00000563176.1,Cytosol,-0.419194036
ENST00000593444.5,Cytosol,-2.912669952
ENST00000573187.1,Cytosol,-0.724830214
ENST00000519983.1,Cytosol,-5.899955025
ENST00000502041.2,Cytosol,-1.1642354
ENST00000555512.1,Cytosol,-2.401269385
ENST00000632561.1,Cytosol,-1.078804677
ENST00000518590.1,Cytosol,-1.370225755
ENST00000630476.1,Cytosol,-2.907541234
ENST00000523786.5,Cytosol,-1.521152404
ENST00000599817.5,Cytosol,-0.470302432
ENST00000415970.6,Cytosol,-0.587361705
ENST00000579631.2,Cytosol,-2.747992947
ENST00000519795.1,Cytosol,-0.06633083
ENST00000553979.1,Cytosol,-0.285329033
ENST00000500276.6,Cytosol,-0.213626241
ENST00000501855.6,Cytosol,-1.347114824
ENST00000619432.1,Cytosol,-0.146533683
ENST00000608232.5,Cytosol,-0.171564236
ENST00000523083.1,Cytosol,-0.259538075
ENST00000598116.1,Cytosol,-0.111443094
ENST00000605357.5,Cytosol,-0.569302805
ENST00000521034.1,Cytosol,-0.202252774
ENST00000610262.1,Cytosol,-1.69738636
ENST00000590717.1,Cytosol,-0.783305865
ENST00000487368.4,Cytosol,-1.808578683
ENST00000444986.1,Cytosol,-0.353914884
ENST00000546238.2,Cytosol,-2.08611236
ENST00000450618.1,Cytosol,-0.515068393
ENST00000499346.6,Cytosol,-1.203563647
ENST00000413148.1,Cytosol,-0.269308216
ENST00000620598.1,Cytosol,-0.299848544
ENST00000578214.1,Cytosol,-0.795109294
ENST00000423988.1,Cytosol,-1.031594886
ENST00000457435.1,Cytosol,-0.948733152
ENST00000442823.2,Cytosol,-2.866650072
ENST00000514265.1,Cytosol,-1.794421181
ENST00000630823.2,Cytosol,-1.039470054
ENST00000454647.1,Cytosol,-0.109745359
ENST00000523090.1,Cytosol,-0.946498936
ENST00000419860.1,Cytosol,-2.106233648
ENST00000486740.6,Cytosol,-1.569873066
ENST00000515310.5,Cytosol,-2.866740098
ENST00000602077.5,Cytosol,-3.13035317
ENST00000430222.1,Cytosol,-0.270661738
ENST00000446301.1,Cytosol,-0.001030246
ENST00000520588.1,Cytosol,-1.135413632
ENST00000635489.1,Cytosol,-3.292279542
ENST00000602674.1,Cytosol,-0.330435864
ENST00000565748.1,Cytosol,-2.056464888
ENST00000425666.1,Cytosol,-2.903148966
ENST00000601911.1,Cytosol,-1.467274194
ENST00000522850.1,Cytosol,-0.063674795
ENST00000566814.1,Cytosol,-0.397085798
ENST00000526554.1,Cytosol,-1.471611251
ENST00000452962.1,Cytosol,-0.620952309
ENST00000583343.6,Cytosol,-0.835245083
ENST00000504922.5,Cytosol,-1.215541984
ENST00000447982.5,Cytosol,-0.617591684
ENST00000603791.1,Cytosol,-0.810180919
ENST00000623233.1,Cytosol,-4.962926816
ENST00000588122.5,Cytosol,-1.425942944
ENST00000443161.1,Cytosol,-0.411139406
ENST00000610297.1,Cytosol,-3.361818583
ENST00000474795.5,Cytosol,-0.256388506
ENST00000609284.1,Cytosol,-0.106967602
ENST00000577828.6,Cytosol,-2.343189955
ENST00000634769.1,Cytosol,-2.489181532
ENST00000606729.1,Cytosol,-0.644525606
ENST00000436079.1,Cytosol,-0.82405498
ENST00000499504.7,Cytosol,-1.057606485
ENST00000533941.1,Cytosol,-0.251660083
ENST00000552576.2,Cytosol,-1.802714811
ENST00000606406.1,Cytosol,-1.427262702
ENST00000397644.2,Cytosol,-1.459628856
ENST00000539975.5,Cytosol,-1.401610171
ENST00000593452.1,Cytosol,-0.202957171
ENST00000622936.1,Cytosol,-0.438698343
ENST00000609153.1,Cytosol,-1.267533079
ENST00000458103.2,Cytosol,-3.059143676
ENST00000538266.5,Cytosol,-0.630538798
ENST00000585902.2,Cytosol,-1.626703303
ENST00000580867.1,Cytosol,-1.593473351
ENST00000517735.1,Cytosol,-0.018712661
ENST00000438380.1,Cytosol,-1.132777113
ENST00000514879.1,Cytosol,-1.370865407
ENST00000602847.1,Cytosol,-0.767489667
ENST00000354376.3,Cytosol,-0.264139739
ENST00000449486.1,Cytosol,-0.385815111
ENST00000514073.1,Cytosol,-1.776142586
ENST00000456651.1,Cytosol,-1.623962791
ENST00000501075.2,Cytosol,-0.294635497
ENST00000429611.7,Cytosol,-2.453831897
ENST00000563635.5,Cytosol,-0.036480443
ENST00000535133.1,Cytosol,-2.691992434
ENST00000425385.1,Cytosol,-0.439487757
ENST00000419809.1,Cytosol,-0.008355637
ENST00000415124.1,Cytosol,-2.475152984
ENST00000419440.1,Cytosol,-0.925789598
ENST00000446001.1,Cytosol,-4.046427212
ENST00000440490.1,Cytosol,-1.067103618
ENST00000436013.1,Cytosol,-0.05985619
ENST00000569928.1,Cytosol,-0.731327447
ENST00000600469.5,Cytosol,-1.953386446
ENST00000520280.1,Cytosol,-0.053982585
ENST00000635357.1,Cytosol,-4.022025523
ENST00000634731.2,Cytosol,-0.743046149
ENST00000613990.1,Cytosol,-2.334915977
ENST00000456546.1,Cytosol,-4.135577643
ENST00000551847.1,Cytosol,-0.230471608
ENST00000607421.1,Cytosol,-1.193439346
ENST00000585075.1,Cytosol,-0.054316939
ENST00000487849.7,Cytosol,-3.58755524
ENST00000609975.1,Cytosol,-2.021783562
ENST00000561778.2,Cytosol,-0.384322327
ENST00000542401.1,Cytosol,-0.893449808
ENST00000606064.2,Cytosol,-0.226216071
ENST00000634305.1,Cytosol,-2.271357128
ENST00000622994.1,Cytosol,-1.398609329
ENST00000449005.5,Cytosol,-1.620259163
ENST00000557359.5,Cytosol,-1.048323834
ENST00000549551.1,Cytosol,-1.519047874
ENST00000560059.5,Cytosol,-0.449758242
ENST00000504609.3,Cytosol,-0.970060283
ENST00000482368.2,Cytosol,-0.187617239
ENST00000634923.1,Cytosol,-0.333554448
ENST00000582755.1,Cytosol,-0.735178263
ENST00000504891.1,Cytosol,-1.758180792
ENST00000434440.1,Cytosol,-1.081495587
ENST00000564185.1,Cytosol,-4.086862014
ENST00000602776.5,Cytosol,-5.498476664
ENST00000608444.1,Cytosol,-0.350596359
ENST00000446527.5,Cytosol,-0.67901379
ENST00000472233.1,Cytosol,-0.39081234
ENST00000508111.5,Cytosol,-1.613863266
ENST00000444816.1,Cytosol,-1.705789021
ENST00000527434.1,Cytosol,-0.250977522
ENST00000414584.1,Cytosol,-1.29387225
ENST00000481773.1,Cytosol,-0.114249918
ENST00000509666.1,Cytosol,-2.856240908
ENST00000398554.1,Cytosol,-0.513223392
ENST00000533876.1,Cytosol,-0.787511226
ENST00000584531.1,Cytosol,-1.185103504
ENST00000617589.1,Cytosol,-1.791747186
ENST00000474769.5,Cytosol,-1.004402864
ENST00000563812.2,Cytosol,-1.885767725
ENST00000446954.2,Cytosol,-1.33715695
ENST00000483140.5,Cytosol,-2.654887506
ENST00000496508.1,Cytosol,-1.246847398
ENST00000522961.1,Cytosol,-1.793001639
ENST00000513419.1,Cytosol,-0.297345524
ENST00000376775.3,Cytosol,-0.962082041
ENST00000611079.1,Cytosol,-0.372017174
ENST00000560439.1,Cytosol,-0.632983245
ENST00000414744.2,Cytosol,-0.577660193
ENST00000512036.1,Cytosol,-0.190669779
ENST00000484794.5,Cytosol,-1.685134582
ENST00000377977.3,Cytosol,-0.495011032
ENST00000521696.1,Cytosol,-1.141252059
ENST00000433770.1,Cytosol,-0.482304743
ENST00000609744.1,Cytosol,-1.253215249
ENST00000412788.5,Cytosol,-3.002336935
ENST00000512688.1,Cytosol,-0.830733281
ENST00000417502.1,Cytosol,-1.610854401
ENST00000399413.3,Cytosol,-0.596521271
ENST00000430373.1,Cytosol,-0.728367637
ENST00000585236.5,Cytosol,-2.705840239
ENST00000464242.1,Cytosol,-1.15811495
ENST00000524003.1,Cytosol,-1.690488957
ENST00000605298.1,Cytosol,-1.409379916
ENST00000533659.1,Cytosol,-1.45674092
ENST00000425771.5,Cytosol,-1.392631036
ENST00000547395.1,Cytosol,-2.768008647
ENST00000510065.1,Cytosol,-0.659359999
ENST00000624859.3,Cytosol,-1.52867932
ENST00000501079.5,Cytosol,-2.002432269
ENST00000421771.1,Cytosol,-0.400017067
ENST00000440556.1,Cytosol,-0.809662902
ENST00000610202.2,Cytosol,-0.287253437
ENST00000371417.3,Cytosol,-1.326317623
ENST00000520891.5,Cytosol,-0.409964246
ENST00000607269.1,Cytosol,-2.148160372
ENST00000440377.2,Cytosol,-0.78281558
ENST00000451431.1,Cytosol,-1.92221812
ENST00000500949.6,Cytosol,-1.838815728
ENST00000560590.5,Cytosol,-1.429895652
ENST00000452284.1,Cytosol,-1.161417934
ENST00000608517.1,Cytosol,-0.549105381
ENST00000366152.3,Cytosol,-0.079192129
ENST00000522357.1,Cytosol,-0.37640634
ENST00000570060.1,Cytosol,-2.279894577
ENST00000424112.2,Cytosol,-1.219986019
ENST00000507403.1,Cytosol,-2.479696578
ENST00000608243.1,Cytosol,-1.320175724
ENST00000436568.1,Cytosol,-2.375895245
ENST00000523151.5,Cytosol,-1.056825617
ENST00000548222.5,Cytosol,-1.431256929
ENST00000517521.5,Cytosol,-1.542303244
ENST00000597309.1,Cytosol,-0.596508999
ENST00000568229.5,Cytosol,-2.326159964
ENST00000437569.1,Cytosol,-0.047903397
ENST00000614751.1,Cytosol,-0.665723866
ENST00000637635.1,Cytosol,-0.295221813
ENST00000563715.1,Cytosol,-0.119940562
ENST00000622963.3,Cytosol,-2.091720058
ENST00000567344.1,Cytosol,-0.517074333
ENST00000452181.1,Cytosol,-1.310645615
ENST00000412856.5,Cytosol,-0.200224161
ENST00000426240.5,Cytosol,-2.529776207
ENST00000419357.5,Cytosol,-4.312647377
ENST00000421697.2,Cytosol,-1.080598659
ENST00000580511.5,Cytosol,-1.669371872
ENST00000576590.1,Cytosol,-0.884989784
ENST00000427299.6,Cytosol,-1.662792847
ENST00000563328.4,Cytosol,-0.046170694
ENST00000556569.4,Cytosol,-0.949250815
ENST00000500843.2,Cytosol,-1.590872064
ENST00000426200.1,Cytosol,-2.294364812
ENST00000545912.1,Cytosol,-0.172446472
ENST00000423924.1,Cytosol,-0.848266378
ENST00000523673.1,Cytosol,-0.400973837
ENST00000453206.1,Cytosol,-0.153150126
ENST00000449741.1,Cytosol,-2.292397831
ENST00000451646.1,Cytosol,-0.18340255
ENST00000570712.1,Cytosol,-4.292215462
ENST00000594315.1,Cytosol,-4.089906181
ENST00000634972.1,Cytosol,-0.661715575
ENST00000522193.1,Cytosol,-1.600369216
ENST00000621058.4,Cytosol,-1.90411829
ENST00000596320.5,Cytosol,-0.907271126
ENST00000429172.5,Cytosol,-1.076487554
ENST00000433505.5,Cytosol,-3.433733891
ENST00000617746.4,Cytosol,-2.322430393
ENST00000551503.5,Cytosol,-0.150039412
ENST00000508772.5,Cytosol,-1.869297683
ENST00000606424.1,Cytosol,-3.26561905
ENST00000513358.3,Cytosol,-0.679992162
ENST00000417232.6,Cytosol,-1.124456242
ENST00000617509.4,Cytosol,-1.971735442
ENST00000602520.5,Cytosol,-1.74991331
ENST00000507759.5,Cytosol,-0.910438609
ENST00000493908.1,Cytosol,-0.905222213
ENST00000589074.1,Cytosol,-0.915225833
ENST00000329743.3,Cytosol,-2.827578361
ENST00000613892.4,Cytosol,-0.953989033
ENST00000423580.2,Cytosol,-0.160744457
ENST00000534499.1,Cytosol,-0.155480075
ENST00000557147.1,Cytosol,-0.743053013
ENST00000508745.1,Cytosol,-1.156646965
ENST00000609575.1,Cytosol,-0.617396247
ENST00000412420.1,Cytosol,-1.620490388
ENST00000426704.1,Cytosol,-0.534391645
ENST00000450451.1,Cytosol,-1.313083785
ENST00000443802.1,Cytosol,-2.374171772
ENST00000458004.1,Cytosol,-0.530696851
ENST00000378180.8,Cytosol,-2.978130262
ENST00000428292.1,Cytosol,-2.134532294
ENST00000556070.5,Cytosol,-0.378103487
ENST00000517965.1,Cytosol,-0.995204111
ENST00000607541.1,Cytosol,-0.321183303
ENST00000416105.1,Cytosol,-4.019719468
ENST00000518496.5,Cytosol,-0.669343229
ENST00000627152.2,Cytosol,-0.748270371
ENST00000602458.1,Cytosol,-0.227940088
ENST00000536029.1,Cytosol,-0.957129397
ENST00000553991.1,Cytosol,-0.398608193
ENST00000420850.1,Cytosol,-1.261521007
ENST00000452617.5,Cytosol,-1.234091711
ENST00000447956.5,Cytosol,-1.559907682
ENST00000625710.2,Cytosol,-0.788166854
ENST00000496491.1,Cytosol,-0.529571434
ENST00000588469.1,Cytosol,-0.823261669
ENST00000447250.1,Cytosol,-1.564752287
ENST00000602172.1,Cytosol,-1.341574241
ENST00000445568.1,Cytosol,-0.350333597
ENST00000631830.1,Cytosol,-0.77886304
ENST00000526154.1,Cytosol,-0.65964984
ENST00000615722.1,Cytosol,-0.090283662
ENST00000598743.2,Cytosol,-0.038022418
ENST00000460026.6,Cytosol,-1.62437069
ENST00000640718.1,Cytosol,-3.059657308
ENST00000589508.1,Cytosol,-4.761612949
ENST00000445681.1,Cytosol,-2.176440858
ENST00000413994.1,Cytosol,-0.698340743
ENST00000628362.2,Cytosol,-0.876487132
ENST00000427259.1,Cytosol,-1.102682715
ENST00000626825.1,Cytosol,-0.079792299
ENST00000416202.5,Cytosol,-3.361502346
ENST00000437080.1,Cytosol,-1.846044736
ENST00000623797.3,Cytosol,-0.032268449
ENST00000529069.5,Cytosol,-0.845362086
ENST00000454174.5,Cytosol,-1.264377082
ENST00000537250.5,Cytosol,-0.711436929
ENST00000606251.1,Cytosol,-0.437924286
ENST00000560400.1,Cytosol,-1.302702608
ENST00000447111.1,Cytosol,-2.204051909
ENST00000609139.5,Cytosol,-0.839951864
ENST00000453601.5,Cytosol,-2.373465145
ENST00000444663.5,Cytosol,-1.031750661
ENST00000613916.1,Cytosol,-2.434687339
ENST00000558587.1,Cytosol,-0.297607894
ENST00000623453.1,Cytosol,-0.152722316
ENST00000492465.2,Cytosol,-2.396172354
ENST00000422740.1,Cytosol,-6.555668949
ENST00000579339.5,Cytosol,-3.096726455
ENST00000451809.5,Cytosol,-2.074638432
ENST00000416928.7,Cytosol,-1.399091007
ENST00000445118.6,Cytosol,-0.186741741
ENST00000589963.1,Cytosol,-0.103589522
ENST00000520068.5,Cytosol,-0.114931524
ENST00000503609.1,Cytosol,-0.68138161
ENST00000601875.1,Cytosol,-0.943696
ENST00000630125.2,Cytosol,-0.206282755
ENST00000595494.5,Cytosol,-2.301542925
ENST00000456715.5,Cytosol,-0.591400643
ENST00000532794.1,Cytosol,-2.056824521
ENST00000556472.1,Cytosol,-2.182490952
ENST00000412730.1,Cytosol,-0.853683241
ENST00000602852.1,Cytosol,-1.42206237
ENST00000541615.5,Cytosol,-1.044439753
ENST00000457147.1,Cytosol,-0.286453555
ENST00000565336.1,Cytosol,-0.840037276
ENST00000435434.1,Cytosol,-0.361143706
ENST00000610658.1,Cytosol,-0.0588411
ENST00000603468.1,Cytosol,-0.554502668
ENST00000638356.1,Cytosol,-1.695610978
ENST00000523342.1,Cytosol,-0.991210817
ENST00000428865.2,Cytosol,-0.565368344
ENST00000467155.6,Cytosol,-3.643032597
ENST00000412500.1,Cytosol,-0.059511451
ENST00000584252.1,Cytosol,-0.065291621
ENST00000429480.2,Cytosol,-0.686278722
ENST00000556479.5,Cytosol,-0.341997117
ENST00000451781.1,Cytosol,-0.554462047
ENST00000501665.2,Cytosol,-1.614477236
ENST00000532831.1,Cytosol,-0.635613806
ENST00000562573.1,Cytosol,-0.081231035
ENST00000432153.5,Cytosol,-1.2049137
ENST00000525365.1,Cytosol,-1.72476525
ENST00000557350.1,Cytosol,-0.209432055
ENST00000457407.1,Cytosol,-0.71605913
ENST00000477210.6,Cytosol,-1.343203111
ENST00000439386.1,Cytosol,-1.026036682
ENST00000609674.1,Cytosol,-1.893021838
ENST00000486232.1,Cytosol,-0.001273285
ENST00000524007.1,Cytosol,-1.940803105
ENST00000513551.1,Cytosol,-1.330439567
ENST00000607058.1,Cytosol,-1.563555489
ENST00000416220.5,Cytosol,-2.771475924
ENST00000445504.2,Cytosol,-1.66824279
ENST00000606767.1,Cytosol,-0.87509191
ENST00000533670.1,Cytosol,-0.084370183
ENST00000533767.1,Cytosol,-1.96790075
ENST00000640832.1,Cytosol,-0.275122579
ENST00000609599.1,Cytosol,-0.409679696
ENST00000419151.2,Cytosol,-0.729177585
ENST00000513153.5,Cytosol,-3.694748569
ENST00000528800.2,Cytosol,-1.025175487
ENST00000565256.1,Cytosol,-2.836667878
ENST00000436285.5,Cytosol,-1.04066013
ENST00000609132.1,Cytosol,-2.301643787
ENST00000445551.1,Cytosol,-0.002933265
ENST00000436922.1,Cytosol,-0.635279382
ENST00000413227.1,Cytosol,-0.079627571
ENST00000451340.2,Cytosol,-1.807565873
ENST00000564492.1,Cytosol,-1.519429347
ENST00000430844.5,Cytosol,-1.334529327
ENST00000484322.5,Cytosol,-0.552877215
ENST00000625128.3,Cytosol,-3.59718946
ENST00000579473.5,Cytosol,-2.433221765
ENST00000584391.5,Cytosol,-1.184535862
ENST00000456722.1,Cytosol,-2.296653035
ENST00000507496.5,Cytosol,-0.239029236
ENST00000555109.1,Cytosol,-1.021551976
ENST00000409569.2,Cytosol,-3.433624532
ENST00000624430.1,Cytosol,-0.212142029
ENST00000366234.7,Cytosol,-0.96924406
ENST00000433232.5,Cytosol,-1.266940259
ENST00000581274.1,Cytosol,-2.631592756
ENST00000591313.5,Cytosol,-3.02970402
ENST00000530002.1,Cytosol,-2.021323304
ENST00000576749.5,Cytosol,-1.817954719
ENST00000618168.1,Cytosol,-0.757696458
ENST00000416909.1,Cytosol,-0.701881907
ENST00000562130.5,Cytosol,-3.238670303
ENST00000566675.5,Cytosol,-5.104736563
ENST00000442133.8,Cytosol,-0.351432876
ENST00000607350.1,Cytosol,-0.798141812
ENST00000535022.1,Cytosol,-0.192421404
ENST00000608741.1,Cytosol,-0.19381162
ENST00000512514.1,Cytosol,-3.350083737
ENST00000418244.5,Cytosol,-0.001719526
ENST00000426643.1,Cytosol,-1.05592156
ENST00000420870.5,Cytosol,-2.676926786
ENST00000507582.1,Cytosol,-1.777816881
ENST00000488933.5,Cytosol,-5.697472866
ENST00000619673.1,Cytosol,-0.852054073
ENST00000446246.1,Cytosol,-0.895016431
ENST00000569473.1,Cytosol,-0.971260793
ENST00000623313.1,Cytosol,-5.276705803
ENST00000428066.6,Cytosol,-1.004652147
ENST00000520487.1,Cytosol,-0.903711257
ENST00000607312.1,Cytosol,-0.41393268
ENST00000431096.5,Cytosol,-1.420200187
ENST00000556713.1,Cytosol,-0.066326124
ENST00000630122.2,Cytosol,-1.277831856
ENST00000623395.3,Cytosol,-1.209632582
ENST00000446383.5,Cytosol,-0.134315431
ENST00000438082.1,Cytosol,-2.146784162
ENST00000609152.1,Cytosol,-1.723177959
ENST00000500800.2,Cytosol,-1.429600398
ENST00000525636.5,Cytosol,-0.880234407
ENST00000518494.1,Cytosol,-4.683497368
ENST00000455406.5,Cytosol,-0.744924833
ENST00000561000.1,Cytosol,-1.817359674
ENST00000414876.5,Cytosol,-1.037579782
ENST00000521091.6,Cytosol,-0.036573446
ENST00000437764.5,Cytosol,-1.844865147
ENST00000478823.1,Cytosol,-0.771945099
ENST00000526382.1,Cytosol,-0.934819555
ENST00000458377.1,Cytosol,-1.129965176
ENST00000624682.1,Cytosol,-2.147995663
ENST00000369492.4,Cytosol,-0.361663182
ENST00000489616.1,Cytosol,-4.257789158
ENST00000452399.5,Cytosol,-1.466609698
ENST00000458667.1,Cytosol,-0.231768758
ENST00000605085.1,Cytosol,-1.310658754
ENST00000430546.1,Cytosol,-2.046522583
ENST00000626377.1,Cytosol,-1.834500905
ENST00000456123.1,Cytosol,-2.375895245
ENST00000478103.6,Cytosol,-1.547161778
ENST00000609075.5,Cytosol,-5.767104885
ENST00000565382.1,Cytosol,-1.35459785
ENST00000423233.1,Cytosol,-1.965942445
ENST00000551505.4,Cytosol,-0.299426433
ENST00000526867.1,Cytosol,-2.942942195
ENST00000515513.5,Cytosol,-1.404489602
ENST00000426261.6,Cytosol,-2.343762963
ENST00000501050.1,Cytosol,-2.900743939
ENST00000435649.2,Cytosol,-4.719658911
ENST00000637196.1,Cytosol,-0.468242927
ENST00000429227.1,Cytosol,-1.140718436
ENST00000567820.1,Cytosol,-2.181061726
ENST00000526585.1,Cytosol,-2.553175827
ENST00000505632.1,Cytosol,-1.920042103
ENST00000515055.1,Cytosol,-1.420670975
ENST00000526623.2,Cytosol,-1.245354792
ENST00000504246.5,Cytosol,-1.107474657
ENST00000602344.1,Cytosol,-1.534553033
ENST00000478759.2,Cytosol,-1.310513724
ENST00000625254.1,Cytosol,-0.311247869
ENST00000606457.1,Cytosol,-0.83914708
ENST00000567129.1,Cytosol,-2.287641302
ENST00000379256.3,Cytosol,-0.466884945
ENST00000519852.5,Cytosol,-0.511583633
ENST00000457649.6,Cytosol,-2.618811872
ENST00000587060.1,Cytosol,-0.987281979
ENST00000440208.1,Cytosol,-4.953476337
ENST00000568314.1,Cytosol,-2.911728855
ENST00000553775.1,Cytosol,-0.322516505
ENST00000515199.1,Cytosol,-1.293994399
ENST00000451775.1,Cytosol,-1.39619567
ENST00000519764.1,Cytosol,-0.115457578
ENST00000609579.1,Cytosol,-0.168762787
ENST00000470135.5,Cytosol,-0.198730126
ENST00000606757.1,Cytosol,-2.869794274
ENST00000428329.1,Cytosol,-0.521593474
ENST00000548384.1,Cytosol,-1.302794648
ENST00000608730.1,Cytosol,-2.75883843
ENST00000414382.5,Cytosol,-0.192978115
ENST00000591501.1,Cytosol,-1.828096919
ENST00000451762.3,Cytosol,-1.248960012
ENST00000606907.1,Cytosol,-1.21317676
ENST00000511728.5,Cytosol,-2.052433095
ENST00000417112.2,Cytosol,-0.938791745
ENST00000501652.5,Cytosol,-2.071186509
ENST00000519935.1,Cytosol,-2.55064549
ENST00000424989.1,Cytosol,-1.406141782
ENST00000453951.1,Cytosol,-0.697852887
ENST00000420293.1,Cytosol,-0.689382921
ENST00000565416.1,Cytosol,-2.452261846
ENST00000451894.6,Cytosol,-0.110063913
ENST00000569449.1,Cytosol,-0.128710152
ENST00000609825.1,Cytosol,-0.394612985
ENST00000488201.1,Cytosol,-1.752124016
ENST00000599993.5,Cytosol,-4.365740646
ENST00000470348.1,Cytosol,-0.846886152
ENST00000440595.5,Cytosol,-1.24482306
ENST00000557109.5,Cytosol,-4.710447415
ENST00000623664.1,Cytosol,-0.209604575
ENST00000616796.4,Cytosol,-1.668593759
ENST00000640686.1,Cytosol,-1.914461634
ENST00000623347.1,Cytosol,-3.430603
ENST00000522365.1,Cytosol,-0.329959123
ENST00000581430.5,Cytosol,-0.9496578
ENST00000622856.1,Cytosol,-0.520227674
ENST00000621925.1,Cytosol,-1.049449847
ENST00000515153.1,Cytosol,-1.356189005
ENST00000602282.2,Cytosol,-0.323393874
ENST00000552353.2,Cytosol,-2.395050339
ENST00000522856.1,Cytosol,-0.795154986
ENST00000513560.6,Cytosol,-1.218024733
